county,year,n,change,pct_change,tooltip
Kandiyohi,2032,45696,1403,0.0316754340414964,"<b>2032 – Kandiyohi</b><br>Population projection: 45,696<br>% change compared to 2024: 3.2%<br>Change compared to 2024: 1,403"
Kandiyohi,2033,45835,1542,0.03481362743548642,"<b>2033 – Kandiyohi</b><br>Population projection: 45,835<br>% change compared to 2024: 3.5%<br>Change compared to 2024: 1,542"
Kittson,2024,4001,0,0,"<b>2024 – Kittson</b><br>Population projection: 4,001<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Kittson,2025,3954,-47,-0.011747063234191453,"<b>2025 – Kittson</b><br>Population projection: 3,954<br>% change compared to 2024: -1.2%<br>Change compared to 2024: -47"
Kittson,2026,3907,-94,-0.023494126468382906,"<b>2026 – Kittson</b><br>Population projection: 3,907<br>% change compared to 2024: -2.3%<br>Change compared to 2024: -94"
Kittson,2027,3859,-142,-0.03549112721819545,"<b>2027 – Kittson</b><br>Population projection: 3,859<br>% change compared to 2024: -3.5%<br>Change compared to 2024: -142"
Kittson,2028,3810,-191,-0.04773806548362909,"<b>2028 – Kittson</b><br>Population projection: 3,810<br>% change compared to 2024: -4.8%<br>Change compared to 2024: -191"
Kittson,2029,3760,-241,-0.06023494126468383,"<b>2029 – Kittson</b><br>Population projection: 3,760<br>% change compared to 2024: -6.0%<br>Change compared to 2024: -241"
Kittson,2030,3710,-291,-0.07273181704573857,"<b>2030 – Kittson</b><br>Population projection: 3,710<br>% change compared to 2024: -7.3%<br>Change compared to 2024: -291"
Kittson,2031,3659,-342,-0.0854786303424144,"<b>2031 – Kittson</b><br>Population projection: 3,659<br>% change compared to 2024: -8.5%<br>Change compared to 2024: -342"
Kittson,2032,3607,-394,-0.09847538115471133,"<b>2032 – Kittson</b><br>Population projection: 3,607<br>% change compared to 2024: -9.8%<br>Change compared to 2024: -394"
Kittson,2033,3555,-446,-0.11147213196700825,"<b>2033 – Kittson</b><br>Population projection: 3,555<br>% change compared to 2024: -11.1%<br>Change compared to 2024: -446"
Koochiching,2024,11461,0,0,"<b>2024 – Koochiching</b><br>Population projection: 11,461<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Koochiching,2025,11303,-158,-0.013785882558240991,"<b>2025 – Koochiching</b><br>Population projection: 11,303<br>% change compared to 2024: -1.4%<br>Change compared to 2024: -158"
Koochiching,2026,11144,-317,-0.027659017537736672,"<b>2026 – Koochiching</b><br>Population projection: 11,144<br>% change compared to 2024: -2.8%<br>Change compared to 2024: -317"
Koochiching,2027,10982,-479,-0.041793909780996424,"<b>2027 – Koochiching</b><br>Population projection: 10,982<br>% change compared to 2024: -4.2%<br>Change compared to 2024: -479"
Koochiching,2028,10818,-643,-0.056103306866765554,"<b>2028 – Koochiching</b><br>Population projection: 10,818<br>% change compared to 2024: -5.6%<br>Change compared to 2024: -643"
Koochiching,2029,10653,-808,-0.07049995637378938,"<b>2029 – Koochiching</b><br>Population projection: 10,653<br>% change compared to 2024: -7.0%<br>Change compared to 2024: -808"
Koochiching,2030,10486,-975,-0.08507111072332257,"<b>2030 – Koochiching</b><br>Population projection: 10,486<br>% change compared to 2024: -8.5%<br>Change compared to 2024: -975"
Koochiching,2031,10317,-1144,-0.09981676991536516,"<b>2031 – Koochiching</b><br>Population projection: 10,317<br>% change compared to 2024: -10.0%<br>Change compared to 2024: -1,144"
Koochiching,2032,10146,-1315,-0.11473693394991712,"<b>2032 – Koochiching</b><br>Population projection: 10,146<br>% change compared to 2024: -11.5%<br>Change compared to 2024: -1,315"
Koochiching,2033,9974,-1487,-0.12974435040572377,"<b>2033 – Koochiching</b><br>Population projection: 9,974<br>% change compared to 2024: -13.0%<br>Change compared to 2024: -1,487"
Lac qui Parle,2024,6679,0,0,"<b>2024 – Lac qui Parle</b><br>Population projection: 6,679<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Lac qui Parle,2025,6678,-1,-1.4972301242701004e-4,"<b>2025 – Lac qui Parle</b><br>Population projection: 6,678<br>% change compared to 2024: 0.0%<br>Change compared to 2024: -1"
Lac qui Parle,2026,6676,-3,-4.491690372810301e-4,"<b>2026 – Lac qui Parle</b><br>Population projection: 6,676<br>% change compared to 2024: 0.0%<br>Change compared to 2024: -3"
Lac qui Parle,2027,6672,-7,-0.0010480610869890701,"<b>2027 – Lac qui Parle</b><br>Population projection: 6,672<br>% change compared to 2024: -0.1%<br>Change compared to 2024: -7"
Lac qui Parle,2028,6668,-11,-0.0016469531366971103,"<b>2028 – Lac qui Parle</b><br>Population projection: 6,668<br>% change compared to 2024: -0.2%<br>Change compared to 2024: -11"
Lac qui Parle,2029,6662,-17,-0.0025452912112591706,"<b>2029 – Lac qui Parle</b><br>Population projection: 6,662<br>% change compared to 2024: -0.3%<br>Change compared to 2024: -17"
Lac qui Parle,2030,6655,-24,-0.003593352298248241,"<b>2030 – Lac qui Parle</b><br>Population projection: 6,655<br>% change compared to 2024: -0.4%<br>Change compared to 2024: -24"
Lac qui Parle,2031,6647,-32,-0.004791136397664321,"<b>2031 – Lac qui Parle</b><br>Population projection: 6,647<br>% change compared to 2024: -0.5%<br>Change compared to 2024: -32"
Lac qui Parle,2032,6637,-42,-0.006288366521934421,"<b>2032 – Lac qui Parle</b><br>Population projection: 6,637<br>% change compared to 2024: -0.6%<br>Change compared to 2024: -42"
Lac qui Parle,2033,6625,-54,-0.008085042671058541,"<b>2033 – Lac qui Parle</b><br>Population projection: 6,625<br>% change compared to 2024: -0.8%<br>Change compared to 2024: -54"
Lake,2024,11187,0,0,"<b>2024 – Lake</b><br>Population projection: 11,187<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Lake,2025,11278,91,0.008134441762760347,"<b>2025 – Lake</b><br>Population projection: 11,278<br>% change compared to 2024: 0.8%<br>Change compared to 2024: 91"
Lake,2026,11367,180,0.016090104585679808,"<b>2026 – Lake</b><br>Population projection: 11,367<br>% change compared to 2024: 1.6%<br>Change compared to 2024: 180"
Lake,2027,11454,267,0.02386698846875838,"<b>2027 – Lake</b><br>Population projection: 11,454<br>% change compared to 2024: 2.4%<br>Change compared to 2024: 267"
Lake,2028,11538,351,0.031375703942075624,"<b>2028 – Lake</b><br>Population projection: 11,538<br>% change compared to 2024: 3.1%<br>Change compared to 2024: 351"
Lake,2029,11619,432,0.038616251005631534,"<b>2029 – Lake</b><br>Population projection: 11,619<br>% change compared to 2024: 3.9%<br>Change compared to 2024: 432"
Lake,2030,11698,511,0.04567801912934656,"<b>2030 – Lake</b><br>Population projection: 11,698<br>% change compared to 2024: 4.6%<br>Change compared to 2024: 511"
Lake,2031,11774,587,0.05247161884330026,"<b>2031 – Lake</b><br>Population projection: 11,774<br>% change compared to 2024: 5.2%<br>Change compared to 2024: 587"
Lake,2032,11847,660,0.058997050147492625,"<b>2032 – Lake</b><br>Population projection: 11,847<br>% change compared to 2024: 5.9%<br>Change compared to 2024: 660"
Lake,2033,11917,730,0.06525431304192367,"<b>2033 – Lake</b><br>Population projection: 11,917<br>% change compared to 2024: 6.5%<br>Change compared to 2024: 730"
Lake of the Woods,2024,3885,0,0,"<b>2024 – Lake of the Woods</b><br>Population projection: 3,885<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Lake of the Woods,2025,3908,23,0.005920205920205921,"<b>2025 – Lake of the Woods</b><br>Population projection: 3,908<br>% change compared to 2024: 0.6%<br>Change compared to 2024: 23"
Lake of the Woods,2026,3931,46,0.011840411840411841,"<b>2026 – Lake of the Woods</b><br>Population projection: 3,931<br>% change compared to 2024: 1.2%<br>Change compared to 2024: 46"
Lake of the Woods,2027,3953,68,0.017503217503217504,"<b>2027 – Lake of the Woods</b><br>Population projection: 3,953<br>% change compared to 2024: 1.8%<br>Change compared to 2024: 68"
Lake of the Woods,2028,3974,89,0.02290862290862291,"<b>2028 – Lake of the Woods</b><br>Population projection: 3,974<br>% change compared to 2024: 2.3%<br>Change compared to 2024: 89"
Lake of the Woods,2029,3994,109,0.028056628056628057,"<b>2029 – Lake of the Woods</b><br>Population projection: 3,994<br>% change compared to 2024: 2.8%<br>Change compared to 2024: 109"
Lake of the Woods,2030,4014,129,0.033204633204633204,"<b>2030 – Lake of the Woods</b><br>Population projection: 4,014<br>% change compared to 2024: 3.3%<br>Change compared to 2024: 129"
Lake of the Woods,2031,4032,147,0.03783783783783784,"<b>2031 – Lake of the Woods</b><br>Population projection: 4,032<br>% change compared to 2024: 3.8%<br>Change compared to 2024: 147"
Lake of the Woods,2032,4049,164,0.04221364221364221,"<b>2032 – Lake of the Woods</b><br>Population projection: 4,049<br>% change compared to 2024: 4.2%<br>Change compared to 2024: 164"
Lake of the Woods,2033,4066,181,0.04658944658944659,"<b>2033 – Lake of the Woods</b><br>Population projection: 4,066<br>% change compared to 2024: 4.7%<br>Change compared to 2024: 181"
Le Sueur,2024,28939,0,0,"<b>2024 – Le Sueur</b><br>Population projection: 28,939<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Le Sueur,2025,29052,113,0.0039047651957565916,"<b>2025 – Le Sueur</b><br>Population projection: 29,052<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 113"
Le Sueur,2026,29160,221,0.007636753170462006,"<b>2026 – Le Sueur</b><br>Population projection: 29,160<br>% change compared to 2024: 0.8%<br>Change compared to 2024: 221"
Le Sueur,2027,29265,326,0.011265074812536715,"<b>2027 – Le Sueur</b><br>Population projection: 29,265<br>% change compared to 2024: 1.1%<br>Change compared to 2024: 326"
Le Sueur,2028,29364,425,0.014686063789350012,"<b>2028 – Le Sueur</b><br>Population projection: 29,364<br>% change compared to 2024: 1.5%<br>Change compared to 2024: 425"
Le Sueur,2029,29459,520,0.01796883098932237,"<b>2029 – Le Sueur</b><br>Population projection: 29,459<br>% change compared to 2024: 1.8%<br>Change compared to 2024: 520"
Le Sueur,2030,29548,609,0.021044265524033313,"<b>2030 – Le Sueur</b><br>Population projection: 29,548<br>% change compared to 2024: 2.1%<br>Change compared to 2024: 609"
Le Sueur,2031,29632,693,0.023946922837693077,"<b>2031 – Le Sueur</b><br>Population projection: 29,632<br>% change compared to 2024: 2.4%<br>Change compared to 2024: 693"
Le Sueur,2032,29710,771,0.026642247486091435,"<b>2032 – Le Sueur</b><br>Population projection: 29,710<br>% change compared to 2024: 2.7%<br>Change compared to 2024: 771"
Le Sueur,2033,29783,844,0.029164794913438614,"<b>2033 – Le Sueur</b><br>Population projection: 29,783<br>% change compared to 2024: 2.9%<br>Change compared to 2024: 844"
Lincoln,2024,5592,0,0,"<b>2024 – Lincoln</b><br>Population projection: 5,592<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Lincoln,2025,5580,-12,-0.002145922746781116,"<b>2025 – Lincoln</b><br>Population projection: 5,580<br>% change compared to 2024: -0.2%<br>Change compared to 2024: -12"
Lincoln,2026,5567,-25,-0.004470672389127325,"<b>2026 – Lincoln</b><br>Population projection: 5,567<br>% change compared to 2024: -0.4%<br>Change compared to 2024: -25"
Lincoln,2027,5553,-39,-0.006974248927038627,"<b>2027 – Lincoln</b><br>Population projection: 5,553<br>% change compared to 2024: -0.7%<br>Change compared to 2024: -39"
Lincoln,2028,5538,-54,-0.009656652360515022,"<b>2028 – Lincoln</b><br>Population projection: 5,538<br>% change compared to 2024: -1.0%<br>Change compared to 2024: -54"
Lincoln,2029,5522,-70,-0.01251788268955651,"<b>2029 – Lincoln</b><br>Population projection: 5,522<br>% change compared to 2024: -1.3%<br>Change compared to 2024: -70"
Lincoln,2030,5505,-87,-0.01555793991416309,"<b>2030 – Lincoln</b><br>Population projection: 5,505<br>% change compared to 2024: -1.6%<br>Change compared to 2024: -87"
Lincoln,2031,5487,-105,-0.018776824034334765,"<b>2031 – Lincoln</b><br>Population projection: 5,487<br>% change compared to 2024: -1.9%<br>Change compared to 2024: -105"
Lincoln,2032,5467,-125,-0.022353361945636623,"<b>2032 – Lincoln</b><br>Population projection: 5,467<br>% change compared to 2024: -2.2%<br>Change compared to 2024: -125"
Lincoln,2033,5446,-146,-0.026108726752503576,"<b>2033 – Lincoln</b><br>Population projection: 5,446<br>% change compared to 2024: -2.6%<br>Change compared to 2024: -146"
Lyon,2024,26251,0,0,"<b>2024 – Lyon</b><br>Population projection: 26,251<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Lyon,2025,26313,62,0.0023618147880080757,"<b>2025 – Lyon</b><br>Population projection: 26,313<br>% change compared to 2024: 0.2%<br>Change compared to 2024: 62"
Lyon,2026,26370,119,0.0045331606414993715,"<b>2026 – Lyon</b><br>Population projection: 26,370<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 119"
Lyon,2027,26421,170,0.006475943773570531,"<b>2027 – Lyon</b><br>Population projection: 26,421<br>% change compared to 2024: 0.6%<br>Change compared to 2024: 170"
Lyon,2028,26467,216,0.008228257971124909,"<b>2028 – Lyon</b><br>Population projection: 26,467<br>% change compared to 2024: 0.8%<br>Change compared to 2024: 216"
Lyon,2029,26508,257,0.009790103234162508,"<b>2029 – Lyon</b><br>Population projection: 26,508<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 257"
Lyon,2030,26542,291,0.011085291988876615,"<b>2030 – Lyon</b><br>Population projection: 26,542<br>% change compared to 2024: 1.1%<br>Change compared to 2024: 291"
Lyon,2031,26571,320,0.01219001180907394,"<b>2031 – Lyon</b><br>Population projection: 26,571<br>% change compared to 2024: 1.2%<br>Change compared to 2024: 320"
Lyon,2032,26593,342,0.013028075120947773,"<b>2032 – Lyon</b><br>Population projection: 26,593<br>% change compared to 2024: 1.3%<br>Change compared to 2024: 342"
Lyon,2033,26608,357,0.013599481924498114,"<b>2033 – Lyon</b><br>Population projection: 26,608<br>% change compared to 2024: 1.4%<br>Change compared to 2024: 357"
Mahnomen,2024,5202,0,0,"<b>2024 – Mahnomen</b><br>Population projection: 5,202<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Mahnomen,2025,5147,-55,-0.01057285659361784,"<b>2025 – Mahnomen</b><br>Population projection: 5,147<br>% change compared to 2024: -1.1%<br>Change compared to 2024: -55"
Mahnomen,2026,5091,-111,-0.021337946943483274,"<b>2026 – Mahnomen</b><br>Population projection: 5,091<br>% change compared to 2024: -2.1%<br>Change compared to 2024: -111"
Mahnomen,2027,5034,-168,-0.03229527104959631,"<b>2027 – Mahnomen</b><br>Population projection: 5,034<br>% change compared to 2024: -3.2%<br>Change compared to 2024: -168"
Mahnomen,2028,4976,-226,-0.04344482891195694,"<b>2028 – Mahnomen</b><br>Population projection: 4,976<br>% change compared to 2024: -4.3%<br>Change compared to 2024: -226"
Mahnomen,2029,4918,-284,-0.05459438677431757,"<b>2029 – Mahnomen</b><br>Population projection: 4,918<br>% change compared to 2024: -5.5%<br>Change compared to 2024: -284"
Mahnomen,2030,4858,-344,-0.0661284121491734,"<b>2030 – Mahnomen</b><br>Population projection: 4,858<br>% change compared to 2024: -6.6%<br>Change compared to 2024: -344"
Mahnomen,2031,4798,-404,-0.07766243752402922,"<b>2031 – Mahnomen</b><br>Population projection: 4,798<br>% change compared to 2024: -7.8%<br>Change compared to 2024: -404"
Mahnomen,2032,4736,-466,-0.08958093041138024,"<b>2032 – Mahnomen</b><br>Population projection: 4,736<br>% change compared to 2024: -9.0%<br>Change compared to 2024: -466"
Mahnomen,2033,4674,-528,-0.10149942329873125,"<b>2033 – Mahnomen</b><br>Population projection: 4,674<br>% change compared to 2024: -10.1%<br>Change compared to 2024: -528"
Marshall,2024,8595,0,0,"<b>2024 – Marshall</b><br>Population projection: 8,595<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Marshall,2025,8469,-126,-0.014659685863874346,"<b>2025 – Marshall</b><br>Population projection: 8,469<br>% change compared to 2024: -1.5%<br>Change compared to 2024: -126"
Marshall,2026,8342,-253,-0.029435718440954044,"<b>2026 – Marshall</b><br>Population projection: 8,342<br>% change compared to 2024: -2.9%<br>Change compared to 2024: -253"
Marshall,2027,8214,-381,-0.044328097731239094,"<b>2027 – Marshall</b><br>Population projection: 8,214<br>% change compared to 2024: -4.4%<br>Change compared to 2024: -381"
Marshall,2028,8085,-510,-0.059336823734729496,"<b>2028 – Marshall</b><br>Population projection: 8,085<br>% change compared to 2024: -5.9%<br>Change compared to 2024: -510"
Marshall,2029,7955,-640,-0.07446189645142524,"<b>2029 – Marshall</b><br>Population projection: 7,955<br>% change compared to 2024: -7.4%<br>Change compared to 2024: -640"
Marshall,2030,7823,-772,-0.08981966259453171,"<b>2030 – Marshall</b><br>Population projection: 7,823<br>% change compared to 2024: -9.0%<br>Change compared to 2024: -772"
Marshall,2031,7691,-904,-0.10517742873763816,"<b>2031 – Marshall</b><br>Population projection: 7,691<br>% change compared to 2024: -10.5%<br>Change compared to 2024: -904"
Marshall,2032,7558,-1037,-0.12065154159394997,"<b>2032 – Marshall</b><br>Population projection: 7,558<br>% change compared to 2024: -12.1%<br>Change compared to 2024: -1,037"
Marshall,2033,7423,-1172,-0.13635834787667248,"<b>2033 – Marshall</b><br>Population projection: 7,423<br>% change compared to 2024: -13.6%<br>Change compared to 2024: -1,172"
Martin,2024,19423,0,0,"<b>2024 – Martin</b><br>Population projection: 19,423<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Martin,2025,19346,-77,-0.003964372136127272,"<b>2025 – Martin</b><br>Population projection: 19,346<br>% change compared to 2024: -0.4%<br>Change compared to 2024: -77"
Martin,2026,19265,-158,-0.008134685681923493,"<b>2026 – Martin</b><br>Population projection: 19,265<br>% change compared to 2024: -0.8%<br>Change compared to 2024: -158"
Martin,2027,19181,-242,-0.012459455284971426,"<b>2027 – Martin</b><br>Population projection: 19,181<br>% change compared to 2024: -1.2%<br>Change compared to 2024: -242"
Martin,2028,19092,-331,-0.017041651650105544,"<b>2028 – Martin</b><br>Population projection: 19,092<br>% change compared to 2024: -1.7%<br>Change compared to 2024: -331"
Martin,2029,19000,-423,-0.021778304072491376,"<b>2029 – Martin</b><br>Population projection: 19,000<br>% change compared to 2024: -2.2%<br>Change compared to 2024: -423"
Martin,2030,18903,-520,-0.026772383256963395,"<b>2030 – Martin</b><br>Population projection: 18,903<br>% change compared to 2024: -2.7%<br>Change compared to 2024: -520"
Martin,2031,18802,-621,-0.031972403851104364,"<b>2031 – Martin</b><br>Population projection: 18,802<br>% change compared to 2024: -3.2%<br>Change compared to 2024: -621"
Martin,2032,18696,-727,-0.03742985120733151,"<b>2032 – Martin</b><br>Population projection: 18,696<br>% change compared to 2024: -3.7%<br>Change compared to 2024: -727"
Martin,2033,18586,-837,-0.043093239973227615,"<b>2033 – Martin</b><br>Population projection: 18,586<br>% change compared to 2024: -4.3%<br>Change compared to 2024: -837"
McLeod,2024,37159,0,0,"<b>2024 – McLeod</b><br>Population projection: 37,159<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
McLeod,2025,37346,187,0.005032428213891655,"<b>2025 – McLeod</b><br>Population projection: 37,346<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 187"
McLeod,2026,37529,370,0.009957210904491509,"<b>2026 – McLeod</b><br>Population projection: 37,529<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 370"
McLeod,2027,37707,548,0.014747436690976614,"<b>2027 – McLeod</b><br>Population projection: 37,707<br>% change compared to 2024: 1.5%<br>Change compared to 2024: 548"
McLeod,2028,37878,719,0.01934928281170107,"<b>2028 – McLeod</b><br>Population projection: 37,878<br>% change compared to 2024: 1.9%<br>Change compared to 2024: 719"
McLeod,2029,38044,885,0.02381657202831077,"<b>2029 – McLeod</b><br>Population projection: 38,044<br>% change compared to 2024: 2.4%<br>Change compared to 2024: 885"
McLeod,2030,38203,1044,0.028095481579159826,"<b>2030 – McLeod</b><br>Population projection: 38,203<br>% change compared to 2024: 2.8%<br>Change compared to 2024: 1,044"
McLeod,2031,38354,1195,0.032159100083425284,"<b>2031 – McLeod</b><br>Population projection: 38,354<br>% change compared to 2024: 3.2%<br>Change compared to 2024: 1,195"
McLeod,2032,38499,1340,0.036061250302753034,"<b>2032 – McLeod</b><br>Population projection: 38,499<br>% change compared to 2024: 3.6%<br>Change compared to 2024: 1,340"
McLeod,2033,38637,1478,0.03977502085632014,"<b>2033 – McLeod</b><br>Population projection: 38,637<br>% change compared to 2024: 4.0%<br>Change compared to 2024: 1,478"
Meeker,2024,23584,0,0,"<b>2024 – Meeker</b><br>Population projection: 23,584<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Meeker,2025,23647,63,0.002671302578018996,"<b>2025 – Meeker</b><br>Population projection: 23,647<br>% change compared to 2024: 0.3%<br>Change compared to 2024: 63"
Meeker,2026,23707,123,0.00521540027137042,"<b>2026 – Meeker</b><br>Population projection: 23,707<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 123"
Meeker,2027,23764,180,0.007632293080054274,"<b>2027 – Meeker</b><br>Population projection: 23,764<br>% change compared to 2024: 0.8%<br>Change compared to 2024: 180"
Meeker,2028,23816,232,0.00983717774762551,"<b>2028 – Meeker</b><br>Population projection: 23,816<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 232"
Meeker,2029,23864,280,0.011872455902306648,"<b>2029 – Meeker</b><br>Population projection: 23,864<br>% change compared to 2024: 1.2%<br>Change compared to 2024: 280"
Meeker,2030,23908,324,0.013738127544097693,"<b>2030 – Meeker</b><br>Population projection: 23,908<br>% change compared to 2024: 1.4%<br>Change compared to 2024: 324"
Meeker,2031,23947,363,0.015391791044776119,"<b>2031 – Meeker</b><br>Population projection: 23,947<br>% change compared to 2024: 1.5%<br>Change compared to 2024: 363"
Meeker,2032,23981,397,0.016833446404341926,"<b>2032 – Meeker</b><br>Population projection: 23,981<br>% change compared to 2024: 1.7%<br>Change compared to 2024: 397"
Meeker,2033,24011,427,0.01810549525101764,"<b>2033 – Meeker</b><br>Population projection: 24,011<br>% change compared to 2024: 1.8%<br>Change compared to 2024: 427"
Mille Lacs,2024,27601,0,0,"<b>2024 – Mille Lacs</b><br>Population projection: 27,601<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Mille Lacs,2025,27853,252,0.009130103981739792,"<b>2025 – Mille Lacs</b><br>Population projection: 27,853<br>% change compared to 2024: 0.9%<br>Change compared to 2024: 252"
Mille Lacs,2026,28103,502,0.018187746820767365,"<b>2026 – Mille Lacs</b><br>Population projection: 28,103<br>% change compared to 2024: 1.8%<br>Change compared to 2024: 502"
Mille Lacs,2027,28350,749,0.027136697945726602,"<b>2027 – Mille Lacs</b><br>Population projection: 28,350<br>% change compared to 2024: 2.7%<br>Change compared to 2024: 749"
Mille Lacs,2028,28593,992,0.035940726785261404,"<b>2028 – Mille Lacs</b><br>Population projection: 28,593<br>% change compared to 2024: 3.6%<br>Change compared to 2024: 992"
Mille Lacs,2029,28833,1232,0.04463606391072787,"<b>2029 – Mille Lacs</b><br>Population projection: 28,833<br>% change compared to 2024: 4.5%<br>Change compared to 2024: 1,232"
Mille Lacs,2030,29069,1468,0.0531864787507699,"<b>2030 – Mille Lacs</b><br>Population projection: 29,069<br>% change compared to 2024: 5.3%<br>Change compared to 2024: 1,468"
Mille Lacs,2031,29300,1699,0.061555740734031375,"<b>2031 – Mille Lacs</b><br>Population projection: 29,300<br>% change compared to 2024: 6.2%<br>Change compared to 2024: 1,699"
Mille Lacs,2032,29527,1926,0.06978008043186841,"<b>2032 – Mille Lacs</b><br>Population projection: 29,527<br>% change compared to 2024: 7.0%<br>Change compared to 2024: 1,926"
Mille Lacs,2033,29749,2148,0.07782326727292489,"<b>2033 – Mille Lacs</b><br>Population projection: 29,749<br>% change compared to 2024: 7.8%<br>Change compared to 2024: 2,148"
Morrison,2024,34673,0,0,"<b>2024 – Morrison</b><br>Population projection: 34,673<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Morrison,2025,34896,223,0.006431517318951346,"<b>2025 – Morrison</b><br>Population projection: 34,896<br>% change compared to 2024: 0.6%<br>Change compared to 2024: 223"
Morrison,2026,35115,442,0.012747671098549303,"<b>2026 – Morrison</b><br>Population projection: 35,115<br>% change compared to 2024: 1.3%<br>Change compared to 2024: 442"
Morrison,2027,35328,655,0.01889077956911718,"<b>2027 – Morrison</b><br>Population projection: 35,328<br>% change compared to 2024: 1.9%<br>Change compared to 2024: 655"
Morrison,2028,35535,862,0.024860842730654975,"<b>2028 – Morrison</b><br>Population projection: 35,535<br>% change compared to 2024: 2.5%<br>Change compared to 2024: 862"
Morrison,2029,35736,1063,0.03065786058316269,"<b>2029 – Morrison</b><br>Population projection: 35,736<br>% change compared to 2024: 3.1%<br>Change compared to 2024: 1,063"
Morrison,2030,35931,1258,0.03628183312664032,"<b>2030 – Morrison</b><br>Population projection: 35,931<br>% change compared to 2024: 3.6%<br>Change compared to 2024: 1,258"
Morrison,2031,36118,1445,0.04167507859141118,"<b>2031 – Morrison</b><br>Population projection: 36,118<br>% change compared to 2024: 4.2%<br>Change compared to 2024: 1,445"
Morrison,2032,36297,1624,0.04683759697747527,"<b>2032 – Morrison</b><br>Population projection: 36,297<br>% change compared to 2024: 4.7%<br>Change compared to 2024: 1,624"
Morrison,2033,36470,1797,0.051827070054509275,"<b>2033 – Morrison</b><br>Population projection: 36,470<br>% change compared to 2024: 5.2%<br>Change compared to 2024: 1,797"
Mower,2024,40222,0,0,"<b>2024 – Mower</b><br>Population projection: 40,222<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Mower,2025,40298,76,0.0018895132017303963,"<b>2025 – Mower</b><br>Population projection: 40,298<br>% change compared to 2024: 0.2%<br>Change compared to 2024: 76"
Mower,2026,40367,145,0.003604992292775098,"<b>2026 – Mower</b><br>Population projection: 40,367<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 145"
Mower,2027,40429,207,0.005146437273134106,"<b>2027 – Mower</b><br>Population projection: 40,429<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 207"
Mower,2028,40485,263,0.0065387101586196605,"<b>2028 – Mower</b><br>Population projection: 40,485<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 263"
Mower,2029,40533,311,0.007732086917607279,"<b>2029 – Mower</b><br>Population projection: 40,533<br>% change compared to 2024: 0.8%<br>Change compared to 2024: 311"
Mower,2030,40574,352,0.008751429565909205,"<b>2030 – Mower</b><br>Population projection: 40,574<br>% change compared to 2024: 0.9%<br>Change compared to 2024: 352"
Mower,2031,40606,384,0.00954701407190095,"<b>2031 – Mower</b><br>Population projection: 40,606<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 384"
Mower,2032,40629,407,0.010118840435582517,"<b>2032 – Mower</b><br>Population projection: 40,629<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 407"
Mower,2033,40644,422,0.010491770672766148,"<b>2033 – Mower</b><br>Population projection: 40,644<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 422"
Murray,2024,8008,0,0,"<b>2024 – Murray</b><br>Population projection: 8,008<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Murray,2025,7963,-45,-0.005619380619380619,"<b>2025 – Murray</b><br>Population projection: 7,963<br>% change compared to 2024: -0.6%<br>Change compared to 2024: -45"
Murray,2026,7918,-90,-0.011238761238761238,"<b>2026 – Murray</b><br>Population projection: 7,918<br>% change compared to 2024: -1.1%<br>Change compared to 2024: -90"
Murray,2027,7871,-137,-0.017107892107892108,"<b>2027 – Murray</b><br>Population projection: 7,871<br>% change compared to 2024: -1.7%<br>Change compared to 2024: -137"
Murray,2028,7823,-185,-0.0231018981018981,"<b>2028 – Murray</b><br>Population projection: 7,823<br>% change compared to 2024: -2.3%<br>Change compared to 2024: -185"
Murray,2029,7773,-235,-0.029345654345654344,"<b>2029 – Murray</b><br>Population projection: 7,773<br>% change compared to 2024: -2.9%<br>Change compared to 2024: -235"
